Method,ID,THR,CLOSE,FAR,POS,NEG,AUC,AUPR
CAPS,P21549,0,8,16,2063,2063,0.582081072489015,0.641348682771665
CAPS_Bootstrap,P21549,0,8,16,2063,2063,0.581919769622382,0.637532930053452
CoMap,P21549,0,8,16,2063,2063,0.505821001045825,0.517788544292538
DCA,P21549,0,8,16,2063,2063,0.77129650145478,0.782121685641374
GaussDCA,P21549,0,8,16,2063,2063,0.760283850751731,0.77565988436895
ZMIp,P21549,0,8,16,2063,2063,0.533100922492621,0.544671593953018
PSICOV,P21549,0,8,16,2063,2063,0.648867743162602,0.662444405610017
PHACE,P21549,5,8,16,964,964,0.754838070969851,0.802399920343652
CAPS,P21549,5,8,16,964,964,0.545684582737901,0.588616891012205
CAPS_Bootstrap,P21549,5,8,16,964,964,0.545590425440333,0.585170764327419
CoMap,P21549,5,8,16,964,964,0.502597665329454,0.50890685625337
DCA,P21549,5,8,16,964,964,0.682770613453624,0.69963618174514
GaussDCA,P21549,5,8,16,964,964,0.667071632719822,0.692194445997873
ZMIp,P21549,5,8,16,964,964,0.511175126116974,0.531268897948991
PSICOV,P21549,5,8,16,964,964,0.548678784800538,0.544208388168288
PHACE,P21695,0,8,16,1880,1880,0.921191715708474,0.936719781054528
CAPS,P21695,0,8,16,1880,1880,0.583619567677682,0.645964742843744
CAPS_Bootstrap,P21695,0,8,16,1880,1880,0.582929068583069,0.637397414023542
CoMap,P21695,0,8,16,1880,1880,0.510103978044364,0.527698316399854
DCA,P21695,0,8,16,1880,1880,0.803356439565415,0.815986050320259
GaussDCA,P21695,0,8,16,1880,1880,0.791281405613397,0.81026520747102
ZMIp,P21695,0,8,16,1880,1880,0.691878253734722,0.685881643970014
PSICOV,P21695,0,8,16,1880,1880,0.68858688886374,0.703836907260475
PHACE,P21695,5,8,16,852,852,0.829898994908418,0.84867085595984
CAPS,P21695,5,8,16,852,852,0.550277998192598,0.596337512594963
CAPS_Bootstrap,P21695,5,8,16,852,852,0.549831658180696,0.587189471263882
CoMap,P21695,5,8,16,852,852,0.511150234741784,0.530702165789461
DCA,P21695,5,8,16,852,852,0.777101379796779,0.798196512012946
GaussDCA,P21695,5,8,16,852,852,0.759528808217065,0.787195277716641
ZMIp,P21695,5,8,16,852,852,0.688932007538189,0.678818600259064
PSICOV,P21695,5,8,16,852,852,0.589500126738522,0.595452734457676
PHACE,P21917,0,8,16,1331,1331,0.900032231461405,0.921650090428473
CAPS,P21917,0,8,16,1331,1331,0.669195415794319,0.737476006959431
CAPS_Bootstrap,P21917,0,8,16,1331,1331,0.668740449806696,0.7341062756572
CoMap,P21917,0,8,16,1331,1331,0.510525463136748,0.5292449112618
DCA,P21917,0,8,16,1331,1331,0.809156444514191,0.813664355478149
GaussDCA,P21917,0,8,16,1331,1331,0.818548161762422,0.819763966382761
ZMIp,P21917,0,8,16,1331,1331,0.676064216812178,0.707596224638077
PSICOV,P21917,0,8,16,1331,1331,0.672884252927221,0.70506667506809
PHACE,P21917,5,8,16,396,396,0.700387715539231,0.75661197784519
CAPS,P21917,5,8,16,396,396,0.589994005713703,0.652149319418489
CAPS_Bootstrap,P21917,5,8,16,396,396,0.589483853688399,0.645876847500504
CoMap,P21917,5,8,16,396,396,0.503787878787879,0.512461497672544
DCA,P21917,5,8,16,396,396,0.734548770533622,0.734856449877779
GaussDCA,P21917,5,8,16,396,396,0.718606519742884,0.716407532080414
ZMIp,P21917,5,8,16,396,396,0.609405290276502,0.653704293714881
PSICOV,P21917,5,8,16,396,396,0.58560988674625,0.593664005090728
PHACE,P21964,0,8,16,961,961,0.950669232210209,0.961579203870574
CAPS,P21964,0,8,16,961,961,0.542401309769892,0.581906220137859
CAPS_Bootstrap,P21964,0,8,16,961,961,0.542105160575666,0.57331324359901
CoMap,P21964,0,8,16,961,961,0.509384735160327,0.52664421354708
DCA,P21964,0,8,16,961,961,0.808604243974964,0.826695514108087
GaussDCA,P21964,0,8,16,961,961,0.806601041015854,0.825917356016754
ZMIp,P21964,0,8,16,961,961,0.681425219350724,0.679515792223783
PSICOV,P21964,0,8,16,961,961,0.732411065909709,0.738043597440664
PHACE,P21964,5,8,16,351,351,0.886453843718799,0.905846821314464
CAPS,P21964,5,8,16,351,351,0.51588055291759,0.539551189953468
CAPS_Bootstrap,P21964,5,8,16,351,351,0.515762859067702,0.534105051571404
CoMap,P21964,5,8,16,351,351,0.504273504273504,0.513802377081573
DCA,P21964,5,8,16,351,351,0.745172522950301,0.772737422788606
GaussDCA,P21964,5,8,16,351,351,0.738021606967476,0.77140893106252
ZMIp,P21964,5,8,16,351,351,0.581695765456449,0.553262109548758
PSICOV,P21964,5,8,16,351,351,0.678793191613704,0.656501464418512
PHACE,P22033,0,8,16,3770,3770,0.927966354508953,0.933032691282431
CAPS,P22033,0,8,16,3770,3770,0.62280913817729,0.66899675653417
CAPS_Bootstrap,P22033,0,8,16,3770,3770,0.622930577151742,0.661903491008794
CoMap,P22033,0,8,16,3770,3770,0.503181370445159,0.509584479455124
DCA,P22033,0,8,16,3770,3770,0.822260200240632,0.820620768578617
GaussDCA,P22033,0,8,16,3770,3770,0.820288751767761,0.82070348654951
ZMIp,P22033,0,8,16,3770,3770,0.29495166362952,0.377484665134047
PSICOV,P22033,0,8,16,3770,3770,0.746125210196371,0.742049273992238
PHACE,P22033,5,8,16,1629,1629,0.843506713982793,0.843930527165841
CAPS,P22033,5,8,16,1629,1629,0.596616121020138,0.628226701892858
CAPS_Bootstrap,P22033,5,8,16,1629,1629,0.596398495501087,0.621707388854834
CoMap,P22033,5,8,16,1629,1629,0.501840301683611,0.505489855592545
DCA,P22033,5,8,16,1629,1629,0.741794010568877,0.74092348047056
GaussDCA,P22033,5,8,16,1629,1629,0.738436548123881,0.735591166917595
ZMIp,P22033,5,8,16,1629,1629,0.328123698721869,0.392753267837042
PSICOV,P22033,5,8,16,1629,1629,0.629336824385816,0.612763643063354
PHACE,P22234,0,8,16,2087,2087,0.942400636977629,0.950630736011092
CAPS,P22234,0,8,16,2087,2087,0.556540488739818,0.610887478013249
CAPS_Bootstrap,P22234,0,8,16,2087,2087,0.556540488739818,0.610887478013249
CoMap,P22234,0,8,16,2087,2087,0.507428076561294,0.5211604426167
DCA,P22234,0,8,16,2087,2087,0.871893431145277,0.883597687797138
GaussDCA,P22234,0,8,16,2087,2087,0.858282465505655,0.87139052959496
ZMIp,P22234,0,8,16,2087,2087,0.547793411147889,0.571929242684315
PSICOV,P22234,0,8,16,2087,2087,0.738257619153777,0.763808289790484
PHACE,P22234,5,8,16,929,929,0.871816055088926,0.883036713494624
CAPS,P22234,5,8,16,929,929,0.533907427341227,0.574851493717996
CAPS_Bootstrap,P22234,5,8,16,929,929,0.533907427341227,0.574851493717996
CoMap,P22234,5,8,16,929,929,0.505376917203238,0.514898676097883
DCA,P22234,5,8,16,929,929,0.797841585741581,0.813745208128968
GaussDCA,P22234,5,8,16,929,929,0.777788077275589,0.794080778455246
ZMIp,P22234,5,8,16,929,929,0.5081033230171,0.530935928695578
PSICOV,P22234,5,8,16,929,929,0.663659663909363,0.652987434559116
PHACE,P22304,0,8,16,2671,2671,0.829660085775065,0.869358369657674
CAPS,P22304,0,8,16,2671,2671,0.57974436243463,0.642291703349747
CAPS_Bootstrap,P22304,0,8,16,2671,2671,0.579740998376702,0.642236484322188
CoMap,P22304,0,8,16,2671,2671,0.505053726107655,0.515550573270537
DCA,P22304,0,8,16,2671,2671,0.759935499795981,0.778075534575611
GaussDCA,P22304,0,8,16,2671,2671,0.746867396265419,0.764817880748724
ZMIp,P22304,0,8,16,2671,2671,0.61194778813892,0.596583036896369
PSICOV,P22304,0,8,16,2671,2671,0.676847263780408,0.672830602102301
PHACE,P22304,5,8,16,1371,1371,0.713353241390246,0.770451023634848
CAPS,P22304,5,8,16,1371,1371,0.547895582188301,0.596432550705265
CAPS_Bootstrap,P22304,5,8,16,1371,1371,0.547855946960084,0.59562798123797
CoMap,P22304,5,8,16,1371,1371,0.502915184335732,0.5083436076039
DCA,P22304,5,8,16,1371,1371,0.701858493190986,0.723290765318037
GaussDCA,P22304,5,8,16,1371,1371,0.687439250367489,0.709759192582804
ZMIp,P22304,5,8,16,1371,1371,0.582945892327311,0.553974615421768
PSICOV,P22304,5,8,16,1371,1371,0.633417764349682,0.606855108183207
PHACE,P22557,0,8,16,2270,2270,0.858681131013604,0.886888688408654
CAPS,P22557,0,8,16,2270,2270,0.56607386132081,0.619468271497641
CAPS_Bootstrap,P22557,0,8,16,2270,2270,0.565175338159095,0.607635457777464
CoMap,P22557,0,8,16,2270,2270,0.50704845814978,0.520478052049781
DCA,P22557,0,8,16,2270,2270,0.798934192396516,0.811894884549687
GaussDCA,P22557,0,8,16,2270,2270,0.780975179025403,0.795756734845673
ZMIp,P22557,0,8,16,2270,2270,0.622216227755245,0.60582161728801
PSICOV,P22557,0,8,16,2270,2270,0.681769391992858,0.697569840541912
PHACE,P22557,5,8,16,1058,1058,0.741672949996606,0.779993015167081
CAPS,P22557,5,8,16,1058,1058,0.539279894654464,0.580121996425154
CAPS_Bootstrap,P22557,5,8,16,1058,1058,0.538682233839931,0.569195718124376
CoMap,P22557,5,8,16,1058,1058,0.507088846880907,0.521111010554322
DCA,P22557,5,8,16,1058,1058,0.744756844065023,0.75805191751119
GaussDCA,P22557,5,8,16,1058,1058,0.72354747874686,0.738253026515486
ZMIp,P22557,5,8,16,1058,1058,0.57421133786686,0.547401335253968
PSICOV,P22557,5,8,16,1058,1058,0.606380498211484,0.598777781580538
PHACE,P22830,0,8,16,1899,1899,0.897092258584589,0.906936087380478
CAPS,P22830,0,8,16,1899,1899,0.642886100913399,0.713988614466382
CAPS_Bootstrap,P22830,0,8,16,1899,1899,0.641434018791521,0.700924853623946
CoMap,P22830,0,8,16,1899,1899,0.512113717455017,0.532660005317622
DCA,P22830,0,8,16,1899,1899,0.807716486130418,0.827352673889757
GaussDCA,P22830,0,8,16,1899,1899,0.79987222010088,0.821718724632212
ZMIp,P22830,0,8,16,1899,1899,0.652084839419655,0.646747559238607
PSICOV,P22830,0,8,16,1899,1899,0.697987300208724,0.718931698627619
PHACE,P22830,5,8,16,831,831,0.790009861547349,0.80627557864322
CAPS,P22830,5,8,16,831,831,0.585161919077388,0.641754475247062
CAPS_Bootstrap,P22830,5,8,16,831,831,0.584088878462583,0.6274614508221
CoMap,P22830,5,8,16,831,831,0.507821901323706,0.522911951300886
DCA,P22830,5,8,16,831,831,0.746787032572068,0.770958643587366
GaussDCA,P22830,5,8,16,831,831,0.737041333061091,0.758997629117523
ZMIp,P22830,5,8,16,831,831,0.560551493640677,0.541857561783207
PSICOV,P22830,5,8,16,831,831,0.576600763726883,0.55753109052806
PHACE,P22888,0,8,16,2864,2864,0.995542210566161,0.996243256891791
CAPS,P22888,0,8,16,2864,2864,0.736907704679161,0.808369404725328
CAPS_Bootstrap,P22888,0,8,16,2864,2864,0.736877043280484,0.808082012325694
CoMap,P22888,0,8,16,2864,2864,0.505935754189944,0.518200653450271
DCA,P22888,0,8,16,2864,2864,0.94612347266004,0.949508844761181
GaussDCA,P22888,0,8,16,2864,2864,0.951316526091562,0.955105304072838
ZMIp,P22888,0,8,16,2864,2864,0.663502792320774,0.684619340048779
PSICOV,P22888,0,8,16,2864,2864,0.778111869850349,0.79777198692408
PHACE,P22888,5,8,16,1257,1257,0.983516333987113,0.985840282287952
CAPS,P22888,5,8,16,1257,1257,0.711747547069743,0.784090914324045
CAPS_Bootstrap,P22888,5,8,16,1257,1257,0.711908934469754,0.784379406975186
CoMap,P22888,5,8,16,1257,1257,0.505171042163882,0.516210536440277
DCA,P22888,5,8,16,1257,1257,0.899965127663764,0.896386963416325
GaussDCA,P22888,5,8,16,1257,1257,0.911646410965732,0.911285813042653
ZMIp,P22888,5,8,16,1257,1257,0.576808693907593,0.593771594498668
PSICOV,P22888,5,8,16,1257,1257,0.67661667454617,0.680938564207927
PHACE,P22914,0,8,16,865,865,0.88395736576564,0.897446622129494
CAPS,P22914,0,8,16,865,865,0.572725450232216,0.628800380098156
CAPS_Bootstrap,P22914,0,8,16,865,865,0.572646596946106,0.626265695693906
CoMap,P22914,0,8,16,865,865,0.513305489658859,0.535306042420915
DCA,P22914,0,8,16,865,865,0.733850111931571,0.749028707859393
GaussDCA,P22914,0,8,16,865,865,0.723124728524174,0.736731608590035
ZMIp,P22914,0,8,16,865,865,0.447366768017642,0.47331572502778
PSICOV,P22914,0,8,16,865,865,0.647967523138093,0.649896565877843
PHACE,P22914,5,8,16,473,473,0.838259680238144,0.851288766943244
CAPS,P22914,5,8,16,473,473,0.552854122621565,0.605361183347918
CAPS_Bootstrap,P22914,5,8,16,473,473,0.552854122621565,0.605361183347918
CoMap,P22914,5,8,16,473,473,0.506349199254455,0.518807586896924
DCA,P22914,5,8,16,473,473,0.670753456190301,0.68890420516172
GaussDCA,P22914,5,8,16,473,473,0.659279753630508,0.678466371594296
ZMIp,P22914,5,8,16,473,473,0.373769158222672,0.433738445152561
PSICOV,P22914,5,8,16,473,473,0.593740641579768,0.589195051563473
PHACE,P23258,0,8,16,2115,2115,0.937952372169969,0.953496249704197
CAPS,P23258,0,8,16,2115,2115,0.721409274069603,0.794722279242357
CAPS_Bootstrap,P23258,0,8,16,2115,2115,0.721546199889342,0.79514759285447
CoMap,P23258,0,8,16,2115,2115,0.510167720157157,0.527947135215461
DCA,P23258,0,8,16,2115,2115,0.814879868551213,0.834737384458853
GaussDCA,P23258,0,8,16,2115,2115,0.799898954333843,0.822338455623598
ZMIp,P23258,0,8,16,2115,2115,0.618965287907494,0.61969399216029
PSICOV,P23258,0,8,16,2115,2115,0.714010138099469,0.728708500887893
PHACE,P23258,5,8,16,961,961,0.872531323056,0.892629536657183
CAPS,P23258,5,8,16,961,961,0.634741386497979,0.705204501470821
CAPS_Bootstrap,P23258,5,8,16,961,961,0.634910846640195,0.706518284300669
CoMap,P23258,5,8,16,961,961,0.505719956557566,0.516483371408205
DCA,P23258,5,8,16,961,961,0.73448248605067,0.749807865341784
GaussDCA,P23258,5,8,16,961,961,0.711275650472485,0.726481540551678
ZMIp,P23258,5,8,16,961,961,0.586342920193476,0.59043571280976
PSICOV,P23258,5,8,16,961,961,0.627703647237042,0.64384692498378
PHACE,P23280,0,8,16,1187,1187,0.714369159293071,0.752338952491563
CAPS,P23280,0,8,16,1187,1187,0.513311506498723,0.530722063632056
CAPS_Bootstrap,P23280,0,8,16,1187,1187,0.512970122124759,0.521404771764125
CoMap,P23280,0,8,16,1187,1187,0.508001950362286,0.52267533319126
DCA,P23280,0,8,16,1187,1187,0.718219492408987,0.754741267836114
GaussDCA,P23280,0,8,16,1187,1187,0.711621760308425,0.745482047420749
ZMIp,P23280,0,8,16,1187,1187,0.623373189899849,0.629016717126541
PSICOV,P23280,0,8,16,1187,1187,0.599533772567033,0.600005719347125
PHACE,P23280,5,8,16,634,634,0.623222442257362,0.646398200431139
CAPS,P23280,5,8,16,634,634,0.491581168088049,0.491950894380767
CAPS_Bootstrap,P23280,5,8,16,634,634,0.491273920528615,0.485239151367629
CoMap,P23280,5,8,16,634,634,0.50708784046015,0.518547499187491
DCA,P23280,5,8,16,634,634,0.706430554588065,0.756968967951648
GaussDCA,P23280,5,8,16,634,634,0.698613778622535,0.751231473813816
ZMIp,P23280,5,8,16,634,634,0.61537581227796,0.593466777829797
PSICOV,P23280,5,8,16,634,634,0.592154365154395,0.561111256232239
PHACE,P23368,0,8,16,2900,2900,0.891280856123661,0.916422502035869
CAPS,P23368,0,8,16,2900,2900,0.555149702734839,0.606266668358384
CAPS_Bootstrap,P23368,0,8,16,2900,2900,0.554850297265161,0.599408091444759
CoMap,P23368,0,8,16,2900,2900,0.509307550535077,0.525000835614619
DCA,P23368,0,8,16,2900,2900,0.795512722948867,0.814080897471696
GaussDCA,P23368,0,8,16,2900,2900,0.780572770511291,0.802372961438201
ZMIp,P23368,0,8,16,2900,2900,0.603154221165281,0.587219251603968
PSICOV,P23368,0,8,16,2900,2900,0.67309631391201,0.678334576031553
PHACE,P23368,5,8,16,1286,1286,0.785978439904315,0.81947847570834
CAPS,P23368,5,8,16,1286,1286,0.519498777358271,0.546772270432802
CAPS_Bootstrap,P23368,5,8,16,1286,1286,0.519365145398828,0.539218785797075
CoMap,P23368,5,8,16,1286,1286,0.50933760874981,0.526486448402622
DCA,P23368,5,8,16,1286,1286,0.769921441338593,0.789809350485263
GaussDCA,P23368,5,8,16,1286,1286,0.753738066847423,0.776771375750319
ZMIp,P23368,5,8,16,1286,1286,0.549115791790523,0.527517675706428
PSICOV,P23368,5,8,16,1286,1286,0.58663523191494,0.586970362701915
PHACE,P23378,0,8,16,5456,5456,0.909439169716032,0.931528145563948
CAPS,P23378,0,8,16,5456,5456,0.699961327516963,0.753612125019976
CAPS_Bootstrap,P23378,0,8,16,5456,5456,0.696654228899175,0.725187197233691
CoMap,P23378,0,8,16,5456,5456,0.507790664424971,0.52281305308875
DCA,P23378,0,8,16,5456,5456,0.847915455072198,0.859314334790235
GaussDCA,P23378,0,8,16,5456,5456,0.839661221389356,0.855528024629289
ZMIp,P23378,0,8,16,5456,5456,0.542876335127839,0.540493694515183
PSICOV,P23378,0,8,16,5456,5456,0.717862602230802,0.736180448045136
PHACE,P23378,5,8,16,2724,2724,0.843865698064302,0.880633770155459
CAPS,P23378,5,8,16,2724,2724,0.70326950465865,0.753800261177127
CAPS_Bootstrap,P23378,5,8,16,2724,2724,0.69839387906702,0.722957897457651
CoMap,P23378,5,8,16,2724,2724,0.507160746591455,0.521257216333623
DCA,P23378,5,8,16,2724,2724,0.772762128553284,0.779045624073056
GaussDCA,P23378,5,8,16,2724,2724,0.75816901108545,0.770877135894585
ZMIp,P23378,5,8,16,2724,2724,0.506750513734445,0.49708429862773
PSICOV,P23378,5,8,16,2724,2724,0.587236812172649,0.587247273219745
PHACE,P23526,0,8,16,2331,2331,0.81335628697276,0.851350651023474
CAPS,P23526,0,8,16,2331,2331,0.618627636645655,0.686907442705079
CAPS_Bootstrap,P23526,0,8,16,2331,2331,0.617486856225595,0.67365726583189
CoMap,P23526,0,8,16,2331,2331,0.512008607246702,0.531934621408104
DCA,P23526,0,8,16,2331,2331,0.769210652093536,0.772110522515695
GaussDCA,P23526,0,8,16,2331,2331,0.755524599797444,0.767211922863482
ZMIp,P23526,0,8,16,2331,2331,0.527899935235842,0.541768793191403
PSICOV,P23526,0,8,16,2331,2331,0.677736018791359,0.687393629667907
PHACE,P23526,5,8,16,1095,1095,0.688918496278225,0.734983993413899
CAPS,P23526,5,8,16,1095,1095,0.553575196513834,0.597488273714962
CAPS_Bootstrap,P23526,5,8,16,1095,1095,0.552485978190613,0.578257357392354
CoMap,P23526,5,8,16,1095,1095,0.510958904109589,0.530269200947033
DCA,P23526,5,8,16,1095,1095,0.702169679531285,0.695142833822364
GaussDCA,P23526,5,8,16,1095,1095,0.68723004107504,0.693956765574977
ZMIp,P23526,5,8,16,1095,1095,0.531996413752841,0.535292911794188
PSICOV,P23526,5,8,16,1095,1095,0.560188486478597,0.558025240783748
PHACE,P23945,0,8,16,2982,2982,0.995722827913118,0.99629150640097
CAPS,P23945,0,8,16,2982,2982,0.664084439568329,0.739285837824158
CAPS_Bootstrap,P23945,0,8,16,2982,2982,0.663918285028751,0.737675879732705
CoMap,P23945,0,8,16,2982,2982,0.507041859923233,0.520723394763367
DCA,P23945,0,8,16,2982,2982,0.913303316433365,0.919846225320461
GaussDCA,P23945,0,8,16,2982,2982,0.909883288103303,0.917930031986013
ZMIp,P23945,0,8,16,2982,2982,0.662596358387302,0.689261085483628
PSICOV,P23945,0,8,16,2982,2982,0.740436358369307,0.767371360593907
PHACE,P23945,5,8,16,1340,1340,0.980740699487641,0.982862924810194
CAPS,P23945,5,8,16,1340,1340,0.632644798396079,0.701322291751657
CAPS_Bootstrap,P23945,5,8,16,1340,1340,0.632263310314101,0.696720945759589
CoMap,P23945,5,8,16,1340,1340,0.504477611940298,0.514357583042112
DCA,P23945,5,8,16,1340,1340,0.858504678102024,0.859837778620308
GaussDCA,P23945,5,8,16,1340,1340,0.860573067498329,0.864031568945782
ZMIp,P23945,5,8,16,1340,1340,0.573718812653152,0.594541545041377
PSICOV,P23945,5,8,16,1340,1340,0.635879093339271,0.655315401647729
PHACE,P24530,0,8,16,1445,1445,0.911625100274182,0.920563134660205
CAPS,P24530,0,8,16,1445,1445,0.678019180804827,0.743066951754031
CAPS_Bootstrap,P24530,0,8,16,1445,1445,0.67711689275751,0.735284220625771
CoMap,P24530,0,8,16,1445,1445,0.507621077333844,0.520684713684107
DCA,P24530,0,8,16,1445,1445,0.834383687934769,0.83843782644917
GaussDCA,P24530,0,8,16,1445,1445,0.823418301983932,0.82972792264146
ZMIp,P24530,0,8,16,1445,1445,0.626968067911065,0.62687385709616
PSICOV,P24530,0,8,16,1445,1445,0.673800601046444,0.708403098291159
PHACE,P24530,5,8,16,435,435,0.785567446161975,0.82498674981491
CAPS,P24530,5,8,16,435,435,0.607250627559783,0.66432019130223
CAPS_Bootstrap,P24530,5,8,16,435,435,0.605530453164223,0.649072510383303
CoMap,P24530,5,8,16,435,435,0.5080301228696,0.520178788286734
DCA,P24530,5,8,16,435,435,0.754540890474303,0.764916166810089
GaussDCA,P24530,5,8,16,435,435,0.729607609988109,0.741469681255353
ZMIp,P24530,5,8,16,435,435,0.547382745408905,0.555796615147478
PSICOV,P24530,5,8,16,435,435,0.552173338618047,0.550678583204933
PHACE,P24666,0,8,16,734,734,0.81703034397761,0.869082588513587
CAPS,P24666,0,8,16,734,734,0.554447653483209,0.604064540661407
CAPS_Bootstrap,P24666,0,8,16,734,734,0.554046729874006,0.598069807586321
CoMap,P24666,0,8,16,734,734,0.506130790190736,0.518700155823134
DCA,P24666,0,8,16,734,734,0.71919570269287,0.762224259238817
GaussDCA,P24666,0,8,16,734,734,0.711728500471458,0.757104996354195
ZMIp,P24666,0,8,16,734,734,0.61745484041013,0.643650173017723
PSICOV,P24666,0,8,16,734,734,0.616134205465925,0.682169791727792
PHACE,P24666,5,8,16,326,326,0.632579321765967,0.676036766246564
CAPS,P24666,5,8,16,326,326,0.497139523504836,0.504822440168113
CAPS_Bootstrap,P24666,5,8,16,326,326,0.497111295118371,0.499292307180315
CoMap,P24666,5,8,16,326,326,SameVal,0
DCA,P24666,5,8,16,326,326,0.54372577063495,0.581261164021083
GaussDCA,P24666,5,8,16,326,326,0.536414618540404,0.580067340731142
ZMIp,P24666,5,8,16,326,326,0.536188791448681,0.549756290285781
PSICOV,P24666,5,8,16,326,326,0.58805374684783,0.631292489008793
PHACE,P24752,0,8,16,2245,2245,0.724426366932705,0.761623825876264
CAPS,P24752,0,8,16,2245,2245,0.513667690140426,0.535067347834725
CAPS_Bootstrap,P24752,0,8,16,2245,2245,0.51351630200247,0.527082231662428
CoMap,P24752,0,8,16,2245,2245,0.512022361000193,0.531597825299186
DCA,P24752,0,8,16,2245,2245,0.764682318044055,0.782548383266195
GaussDCA,P24752,0,8,16,2245,2245,0.739419943353456,0.762580695254904
ZMIp,P24752,0,8,16,2245,2245,0.553069677233744,0.561172349225451
PSICOV,P24752,0,8,16,2245,2245,0.60412815412622,0.631409705104772
PHACE,P24752,5,8,16,1161,1161,0.590001194432017,0.644242794942096
CAPS,P24752,5,8,16,1161,1161,0.503923449519668,0.51268221752553
CAPS_Bootstrap,P24752,5,8,16,1161,1161,0.50381365080001,0.505609344400696
CoMap,P24752,5,8,16,1161,1161,0.515062084499017,0.537382170888961
DCA,P24752,5,8,16,1161,1161,0.74179792435907,0.760672374202637
GaussDCA,P24752,5,8,16,1161,1161,0.714415013936276,0.742960133557234
ZMIp,P24752,5,8,16,1161,1161,0.475382459357781,0.489218332401354
PSICOV,P24752,5,8,16,1161,1161,0.497590734175074,0.515283478449244
PHACE,P25024,0,8,16,1391,1391,0.780038669044762,0.801272787253078
CAPS,P25024,0,8,16,1391,1391,0.508356327856855,0.521383689329721
CAPS_Bootstrap,P25024,0,8,16,1391,1391,0.508202313217195,0.514225277981736
CoMap,P25024,0,8,16,1391,1391,0.504316544531679,0.513530785659053
DCA,P25024,0,8,16,1391,1391,0.695723923073305,0.708474153606079
GaussDCA,P25024,0,8,16,1391,1391,0.678653105798236,0.689461172409089
ZMIp,P25024,0,8,16,1391,1391,0.627978671556546,0.624665246057271
PSICOV,P25024,0,8,16,1391,1391,0.614081434465479,0.620433125360039
PHACE,P25024,5,8,16,396,396,0.60268084889297,0.612505962129985
CAPS,P25024,5,8,16,396,396,0.497528951127436,0.499919664459385
CAPS_Bootstrap,P25024,5,8,16,396,396,0.497500255076013,0.496145976867491
CoMap,P25024,5,8,16,396,396,0.502525252525252,0.508818065051223
DCA,P25024,5,8,16,396,396,0.608177736965616,0.621761344810857
GaussDCA,P25024,5,8,16,396,396,0.59875905519845,0.610771183066542
ZMIp,P25024,5,8,16,396,396,0.46119656157535,0.485822583011036
PSICOV,P25024,5,8,16,396,396,0.521687837975717,0.513842514953332
PHACE,P26038,0,8,16,1386,1386,0.955707872374528,0.959953521752154
CAPS,P26038,0,8,16,1386,1386,0.812871291767396,0.852425176638166
CAPS_Bootstrap,P26038,0,8,16,1386,1386,0.812334330732599,0.844707613373629
CoMap,P26038,0,8,16,1386,1386,0.507936507936508,0.523190366606783
DCA,P26038,0,8,16,1386,1386,0.87694144079425,0.890964033196662
GaussDCA,P26038,0,8,16,1386,1386,0.85770038042765,0.872941726677643
ZMIp,P26038,0,8,16,1386,1386,0.642531270236896,0.642539341487679
PSICOV,P26038,0,8,16,1386,1386,0.708144889421944,0.718060410748224
PHACE,P26038,5,8,16,590,590,0.914047687446131,0.9170061337853
CAPS,P26038,5,8,16,590,590,0.753843723068084,0.794296178644857
CAPS_Bootstrap,P26038,5,8,16,590,590,0.751844297615628,0.779486905134968
CoMap,P26038,5,8,16,590,590,0.507627118644068,0.522436858318637
DCA,P26038,5,8,16,590,590,0.813490376328642,0.829916323396818
GaussDCA,P26038,5,8,16,590,590,0.789284688307959,0.808347538305791
ZMIp,P26038,5,8,16,590,590,0.634076414823327,0.648902036690296
PSICOV,P26038,5,8,16,590,590,0.595986785406492,0.595204471831343
PHACE,P26196,0,8,16,1867,1867,0.727651979278702,0.78639320632583
CAPS,P26196,0,8,16,1867,1867,0.55337667818328,0.604599166957223
CAPS_Bootstrap,P26196,0,8,16,1867,1867,0.553350284549195,0.604337733562424
CoMap,P26196,0,8,16,1867,1867,0.505891087816498,0.517638213095801
DCA,P26196,0,8,16,1867,1867,0.731068377012409,0.739321114221812
GaussDCA,P26196,0,8,16,1867,1867,0.702090031554739,0.707591938739164
ZMIp,P26196,0,8,16,1867,1867,0.610481026850071,0.610670965630629
PSICOV,P26196,0,8,16,1867,1867,0.627500904412298,0.636473877374483
PHACE,P26196,5,8,16,824,824,0.617921693844849,0.663617416157034
CAPS,P26196,5,8,16,824,824,0.515790690687152,0.540611359083988
CAPS_Bootstrap,P26196,5,8,16,824,824,0.515775962626072,0.539957237117079
CoMap,P26196,5,8,16,824,824,0.504244627203318,0.512484753422761
DCA,P26196,5,8,16,824,824,0.699285394476388,0.702415660679063
GaussDCA,P26196,5,8,16,824,824,0.678993071920066,0.683613283691374
ZMIp,P26196,5,8,16,824,824,0.564438212838156,0.56133344992654
PSICOV,P26196,5,8,16,824,824,0.553419413940993,0.548139929422699
PHACE,P26678,0,8,16,185,185,0.509788166544923,0.506511241577426
CAPS,P26678,0,8,16,185,185,SameVal,0
CAPS_Bootstrap,P26678,0,8,16,185,185,SameVal,0
CoMap,P26678,0,8,16,185,185,0.494594594594595,0.48845454531487
DCA,P26678,0,8,16,185,185,0.48981738495252,0.516514735263406
GaussDCA,P26678,0,8,16,185,185,0.500788897005113,0.516805262244012
